REF_AREA,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,AGE_GROUP,2010_hdi,2018_hdi,2010_hcp,2018_hcp,2010_hci,2018_hci
RUS,Russian Federation,"Population ages 35-39, female (% of female population)",Female,35 to 39 years old,working_age,6.77857505391749,7.39061983606719,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,"Population ages 35-39, male (% of male population)",Male,35 to 39 years old,working_age,7.58240633151609,8.30118199854337,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,"Population ages 40-44, female (% of female population)",Female,40 to 44 years old,working_age,6.17006115168951,6.93121788900259,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,"Population ages 40-44, male (% of male population)",Male,40 to 44 years old,working_age,6.81233939822453,7.47048816903075,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,"Population ages 45-49, female (% of female population)",Female,45 to 49 years old,working_age,7.57825601533851,6.31654730827737,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,"Population ages 45-49, male (% of male population)",Male,45 to 49 years old,working_age,7.93374075685182,6.77307757363104,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,"Population ages 50-54, female (% of female population)",Female,50 to 54 years old,working_age,8.14166943804683,6.27731727426254,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,"Population ages 50-54, male (% of male population)",Male,50 to 54 years old,working_age,7.87446919550901,6.28209496630286,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,"Population ages 55-59, female (% of female population)",Female,55 to 59 years old,working_age,7.36466346404311,7.71950720086279,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,"Population ages 55-59, male (% of male population)",Male,55 to 59 years old,working_age,6.53876604110226,7.1041775173323,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,"Population ages 60-64, female (% of female population)",Female,60 to 64 years old,working_age,5.72348134334793,7.29604439360828,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,"Population ages 60-64, male (% of male population)",Male,60 to 64 years old,working_age,4.65521624473354,6.0007108331288,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,"Population ages 65-69, female (% of female population)",Female,65 to 69 years old,retirement_age,3.46204094251729,6.27695841828011,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,"Population ages 65-69, male (% of male population)",Male,65 to 69 years old,retirement_age,2.38196141480235,4.5290912175616,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,"Population ages 65 and above, female (% of female population)",Female,65 years old and over,retirement_age,16.1872566790478,18.2738836025444,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,"Population ages 65 and above, female",Female,65 years old and over,retirement_age,12427449.0,14233684.0,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,"Population ages 65 and above, male (% of male population)",Male,65 years old and over,retirement_age,8.64953926018857,10.4261725324986,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,"Population ages 65 and above, male",Male,65 years old and over,retirement_age,5715306.0,7038423.0,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,"Population ages 65 and above, total",Total,65 years old and over,retirement_age,18142756.0,21272107.0,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,Population ages 65 and above (% of total population),Total,65 years old and over,retirement_age,12.7006113070257,14.6302500942335,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,"Population ages 70-74, female (% of female population)",Female,70 to 74 years old,retirement_age,5.4118481214205,3.4451098542299,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,"Population ages 70-74, male (% of male population)",Male,70 to 74 years old,retirement_age,3.25077147692716,2.19004323076547,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,"Population ages 75-79, female (% of female population)",Female,75 to 79 years old,retirement_age,3.24733988224493,3.65319915646535,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,"Population ages 75-79, male (% of male population)",Male,75 to 79 years old,retirement_age,1.63308832283478,1.81523750025933,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,"Population ages 80 and above, female (% of female population)",Female,80 years old and over,retirement_age,4.06602773286503,4.89861617356901,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,"Population ages 80 and above, male (% of male population)",Male,80 years old and over,retirement_age,1.38371804562428,1.89180058391219,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,GDP per capita growth (annual %),Total,All age ranges or no breakdown by age,other,4.453096398347569,2.716592716605419,67.139,66.291,0.6005485653877258,0.7289504408836365
RUS,Russian Federation,GDP per capita (current US$),Total,All age ranges or no breakdown by age,other,10674.990234375,11211.8876953125,67.139,66.291,0.6005485653877258,0.7289504408836365
RWA,Rwanda,"Population ages 20-24, female (% of female population)",Female,20 to 24 years old,working_age,10.0635304460873,8.78265471993062,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 20-24, male (% of male population)",Male,20 to 24 years old,working_age,10.3901639360734,9.03146106819707,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 25-29, female (% of female population)",Female,25 to 29 years old,working_age,8.85477824440743,8.11340780417355,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 25-29, male (% of male population)",Male,25 to 29 years old,working_age,9.1503870189518,8.2624856129193,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 30-34, female (% of female population)",Female,30 to 34 years old,working_age,6.49516154638805,7.4438649406578,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 30-34, male (% of male population)",Male,30 to 34 years old,working_age,6.20006018675982,7.6065632774462,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 35-39, female (% of female population)",Female,35 to 39 years old,working_age,4.95718706191064,6.31163112074482,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 35-39, male (% of male population)",Male,35 to 39 years old,working_age,4.47450879716409,6.27940864319117,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 40-44, female (% of female population)",Female,40 to 44 years old,working_age,3.92131166201368,4.54222956449574,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 40-44, male (% of male population)",Male,40 to 44 years old,working_age,3.59536009316388,4.0624880519662,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 45-49, female (% of female population)",Female,45 to 49 years old,working_age,3.65733473921327,3.5785925098426,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 45-49, male (% of male population)",Male,45 to 49 years old,working_age,3.27095446253676,3.15343220042901,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 50-54, female (% of female population)",Female,50 to 54 years old,working_age,3.13121562683473,2.93283450040592,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 50-54, male (% of male population)",Male,50 to 54 years old,working_age,2.76499381302214,2.59198173219792,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 55-59, female (% of female population)",Female,55 to 59 years old,working_age,2.36400695251561,2.84916695378791,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 55-59, male (% of male population)",Male,55 to 59 years old,working_age,1.98923772313186,2.41238218414672,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 60-64, female (% of female population)",Female,60 to 64 years old,working_age,1.59580602451503,2.23426539224293,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 60-64, male (% of male population)",Male,60 to 64 years old,working_age,1.25096019987229,1.83626447442495,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 65-69, female (% of female population)",Female,65 to 69 years old,retirement_age,1.25685778346254,1.59434845699069,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 65-69, male (% of male population)",Male,65 to 69 years old,retirement_age,0.835169163479397,1.22851331521847,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 65 and above, female",Female,65 years old and over,retirement_age,172140.0,245356.0,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 65 and above, female (% of female population)",Female,65 years old and over,retirement_age,3.22277443115781,3.82170580549815,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 65 and above, male",Male,65 years old and over,retirement_age,110069.0,160099.0,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 65 and above, male (% of male population)",Male,65 years old and over,retirement_age,2.21192873445531,2.6384389836162,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 65 and above, total",Total,65 years old and over,retirement_age,282210.0,405454.0,69.557,68.954,,0.3769120275974273
RWA,Rwanda,Population ages 65 and above (% of total population),Total,65 years old and over,retirement_age,2.73524145040779,3.24675392272707,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 70-74, female (% of female population)",Female,70 to 74 years old,retirement_age,0.969562899148085,1.00983605740265,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 70-74, male (% of male population)",Male,70 to 74 years old,retirement_age,0.658869182218681,0.673168704259631,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 75-79, female (% of female population)",Female,75 to 79 years old,retirement_age,0.634452620448364,0.699106486987956,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 75-79, male (% of male population)",Male,75 to 79 years old,retirement_age,0.456565305397567,0.417200620177114,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 80 and above, female (% of female population)",Female,80 years old and over,retirement_age,0.361901128098827,0.518414804116851,69.557,68.954,,0.3769120275974273
RWA,Rwanda,"Population ages 80 and above, male (% of male population)",Male,80 years old and over,retirement_age,0.261325083359667,0.319556343960986,69.557,68.954,,0.3769120275974273
RWA,Rwanda,GDP per capita (current US$),Total,All age ranges or no breakdown by age,other,593.6249277443457,771.7735112073091,69.557,68.954,,0.3769120275974273
RWA,Rwanda,GDP per capita growth (annual %),Total,All age ranges or no breakdown by age,other,4.659797963651414,6.031779965236964,69.557,68.954,,0.3769120275974273
WSM,Samoa,"Population ages 20-24, female (% of female population)",Female,20 to 24 years old,working_age,8.13034001050102,8.16728215221818,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 20-24, male (% of male population)",Male,20 to 24 years old,working_age,8.17197658639337,7.97023429535125,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 25-29, female (% of female population)",Female,25 to 29 years old,working_age,6.88453644333423,7.20800163696421,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 25-29, male (% of male population)",Male,25 to 29 years old,working_age,6.97395337532659,6.70538240926891,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 30-34, female (% of female population)",Female,30 to 34 years old,working_age,6.18924122130117,6.20828420816728,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 30-34, male (% of male population)",Male,30 to 34 years old,working_age,6.32076235999433,5.87691633397806,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 35-39, female (% of female population)",Female,35 to 39 years old,working_age,5.94474763063966,5.54278030576153,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 35-39, male (% of male population)",Male,35 to 39 years old,working_age,6.06708119822575,5.35191943060227,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 40-44, female (% of female population)",Female,40 to 44 years old,working_age,5.19429550312114,4.9128413996044,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 40-44, male (% of male population)",Male,40 to 44 years old,working_age,5.62503797622182,5.12800968052366,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 45-49, female (% of female population)",Female,45 to 49 years old,working_age,4.64909070659178,4.87337886952031,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 45-49, male (% of male population)",Male,45 to 49 years old,working_age,4.59107204342454,5.11085914647509,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 50-54, female (% of female population)",Female,50 to 54 years old,working_age,3.90765461170069,4.10653908739245,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 50-54, male (% of male population)",Male,50 to 54 years old,working_age,3.97383185141677,4.41102207654855,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 55-59, female (% of female population)",Female,55 to 59 years old,working_age,2.95831941151825,3.69875960985686,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 55-59, male (% of male population)",Male,55 to 59 years old,working_age,2.94239766674093,3.71785465875201,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 60-64, female (% of female population)",Female,60 to 64 years old,working_age,2.23385467216114,2.74435101189722,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 60-64, male (% of male population)",Male,60 to 64 years old,working_age,2.05324772649019,2.8069707392833,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 65-69, female (% of female population)",Female,65 to 69 years old,retirement_age,1.83980101085636,1.98481910571086,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 65-69, male (% of male population)",Male,65 to 69 years old,retirement_age,1.6137362526077,1.86512057778244,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 65 and above, female",Female,65 years old and over,retirement_age,5270.0,5793.0,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 65 and above, female (% of female population)",Female,65 years old and over,retirement_age,5.59047058386767,5.6450905689425,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 65 and above, male",Male,65 years old and over,retirement_age,4152.0,4703.0,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 65 and above, male (% of male population)",Male,65 years old and over,retirement_age,4.20472728009236,4.48057702018999,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 65 and above, total",Total,65 years old and over,retirement_age,9423.0,10496.0,59.536,56.937,,0.5223942399024963
WSM,Samoa,Population ages 65 and above (% of total population),Total,65 years old and over,retirement_age,4.88155525910192,5.05631509475773,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 70-74, female (% of female population)",Female,70 to 74 years old,retirement_age,1.5316648369424,1.4849603913124,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 70-74, male (% of male population)",Male,70 to 74 years old,retirement_age,1.22992323739696,1.24770135203377,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 75-79, female (% of female population)",Female,75 to 79 years old,retirement_age,1.04639013964243,1.01823071451539,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 75-79, male (% of male population)",Male,75 to 79 years old,retirement_age,0.744333947704211,0.760340342820119,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 80 and above, female (% of female population)",Female,80 years old and over,retirement_age,1.17261459642647,1.15708035740385,59.536,56.937,,0.5223942399024963
WSM,Samoa,"Population ages 80 and above, male (% of male population)",Male,80 years old and over,retirement_age,0.616733842383489,0.607414747553667,59.536,56.937,,0.5223942399024963
WSM,Samoa,GDP per capita (current US$),Total,All age ranges or no breakdown by age,other,3524.2479246202956,4231.8140946919375,59.536,56.937,,0.5223942399024963
WSM,Samoa,GDP per capita growth (annual %),Total,All age ranges or no breakdown by age,other,5.294516645888251,-1.6472076564482023,59.536,56.937,,0.5223942399024963
SAU,Saudi Arabia,"Population ages 20-24, female (% of female population)",Female,20 to 24 years old,working_age,11.9545503972908,8.96090735195828,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 20-24, male (% of male population)",Male,20 to 24 years old,working_age,13.4006032191616,7.2946525134911,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 25-29, female (% of female population)",Female,25 to 29 years old,working_age,10.2683435035584,10.6594801736688,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 25-29, male (% of male population)",Male,25 to 29 years old,working_age,13.132274157186,11.6632751107174,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 30-34, female (% of female population)",Female,30 to 34 years old,working_age,7.91824275517099,10.4073364023263,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 30-34, male (% of male population)",Male,30 to 34 years old,working_age,10.35160419289,13.9603891986126,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 35-39, female (% of female population)",Female,35 to 39 years old,working_age,6.10372934596739,8.28358610864064,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 35-39, male (% of male population)",Male,35 to 39 years old,working_age,8.03572308513662,12.0704007607716,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 40-44, female (% of female population)",Female,40 to 44 years old,working_age,4.96548616564596,6.03211821666547,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 40-44, male (% of male population)",Male,40 to 44 years old,working_age,6.60874603057768,8.72440696042292,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 45-49, female (% of female population)",Female,45 to 49 years old,working_age,3.96481389653228,4.56139613075155,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 45-49, male (% of male population)",Male,45 to 49 years old,working_age,5.11534129461543,6.66110102725644,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 50-54, female (% of female population)",Female,50 to 54 years old,working_age,3.04173158045992,3.37276678192377,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 50-54, male (% of male population)",Male,50 to 54 years old,working_age,3.64845819181984,5.04846386588857,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 55-59, female (% of female population)",Female,55 to 59 years old,working_age,2.14106164149762,2.44564052443948,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 55-59, male (% of male population)",Male,55 to 59 years old,working_age,2.31090138977716,3.29068385598884,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 60-64, female (% of female population)",Female,60 to 64 years old,working_age,1.51684168011273,1.60096725847236,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 60-64, male (% of male population)",Male,60 to 64 years old,working_age,1.36215940607414,1.91861195525209,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 65-69, female (% of female population)",Female,65 to 69 years old,retirement_age,1.07893162967926,1.00674270130745,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 65-69, male (% of male population)",Male,65 to 69 years old,retirement_age,0.935995076616913,0.860963234664269,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 65 and above, female",Female,65 years old and over,retirement_age,260321.0,314584.0,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 65 and above, female (% of female population)",Female,65 years old and over,retirement_age,2.79124541685795,2.71503960331245,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 65 and above, male (% of male population)",Male,65 years old and over,retirement_age,2.14554287756727,2.17260860037172,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 65 and above, male",Male,65 years old and over,retirement_age,314368.0,404313.0,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 65 and above, total",Total,65 years old and over,retirement_age,574689.0,718897.0,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,Population ages 65 and above (% of total population),Total,65 years old and over,retirement_age,2.39668648987503,2.38074635666274,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 70-74, female (% of female population)",Female,70 to 74 years old,retirement_age,0.750681773678528,0.718933955857568,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 70-74, male (% of male population)",Male,70 to 74 years old,retirement_age,0.590429970837588,0.585196364596869,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 75-79, female (% of female population)",Female,75 to 79 years old,retirement_age,0.500057640586822,0.48400687036741,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 75-79, male (% of male population)",Male,75 to 79 years old,retirement_age,0.351972711535801,0.37672535311556,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 80 and above, female (% of female population)",Female,80 years old and over,retirement_age,0.461574372913339,0.505356075780024,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,"Population ages 80 and above, male (% of male population)",Male,80 years old and over,retirement_age,0.267145118576973,0.349723647995021,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,GDP per capita growth (annual %),Total,All age ranges or no breakdown by age,other,6.087203608475193,5.897077302069874,67.093,69.348,0.5484556555747986,0.5807530283927917
SAU,Saudi Arabia,GDP per capita (current US$),Total,All age ranges or no breakdown by age,other,22028.390142658573,29360.065896856635,67.093,69.348,0.5484556555747986,0.5807530283927917
SEN,Senegal,"Population ages 20-24, female (% of female population)",Female,20 to 24 years old,working_age,9.38994463227384,9.27564737644907,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 20-24, male (% of male population)",Male,20 to 24 years old,working_age,9.3385080713744,9.1911462585745,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 25-29, female (% of female population)",Female,25 to 29 years old,working_age,8.04635887050498,7.92875100173694,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 25-29, male (% of male population)",Male,25 to 29 years old,working_age,8.05200226843958,7.64747266159151,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 30-34, female (% of female population)",Female,30 to 34 years old,working_age,6.60426890259788,6.82304351854055,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 30-34, male (% of male population)",Male,30 to 34 years old,working_age,6.57527269904863,6.56168601333608,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 35-39, female (% of female population)",Female,35 to 39 years old,working_age,5.23326638519844,5.60919527428228,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 35-39, male (% of male population)",Male,35 to 39 years old,working_age,5.15192428484025,5.52275317451874,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 40-44, female (% of female population)",Female,40 to 44 years old,working_age,4.14382884915756,4.5495373152387,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 40-44, male (% of male population)",Male,40 to 44 years old,working_age,4.00548711961036,4.47577113951347,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 45-49, female (% of female population)",Female,45 to 49 years old,working_age,3.35525392504785,3.65352381058452,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 45-49, male (% of male population)",Male,45 to 49 years old,working_age,3.11629362142708,3.51092834374685,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 50-54, female (% of female population)",Female,50 to 54 years old,working_age,2.77718791005014,2.92196475607231,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 50-54, male (% of male population)",Male,50 to 54 years old,working_age,2.47147961063458,2.85282855929684,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 55-59, female (% of female population)",Female,55 to 59 years old,working_age,2.32780414379747,2.36563689206655,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 55-59, male (% of male population)",Male,55 to 59 years old,working_age,2.06530371841069,2.19691890497238,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 60-64, female (% of female population)",Female,60 to 64 years old,working_age,1.92522105396598,1.94795751977276,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 60-64, male (% of male population)",Male,60 to 64 years old,working_age,1.73656044575381,1.73275483115563,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 65-69, female (% of female population)",Female,65 to 69 years old,retirement_age,1.49559774763704,1.4868041566957,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 65-69, male (% of male population)",Male,65 to 69 years old,retirement_age,1.30634107435943,1.31833354184287,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 65 and above, female (% of female population)",Female,65 years old and over,retirement_age,3.85910250799381,3.68425935254002,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 65 and above, female",Female,65 years old and over,retirement_age,245973.0,291103.0,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 65 and above, male (% of male population)",Male,65 years old and over,retirement_age,3.2719813375968,3.31707374904416,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 65 and above, male",Male,65 years old and over,retirement_age,204878.0,265804.0,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 65 and above, total",Total,65 years old and over,retirement_age,450851.0,556908.0,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,Population ages 65 and above (% of total population),Total,65 years old and over,retirement_age,3.56815022857386,3.49937511383095,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 70-74, female (% of female population)",Female,70 to 74 years old,retirement_age,1.12665215369794,1.02305627597365,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 70-74, male (% of male population)",Male,70 to 74 years old,retirement_age,0.971768595527035,0.930468360263302,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 75-79, female (% of female population)",Female,75 to 79 years old,retirement_age,0.738628577013902,0.665601353502903,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 75-79, male (% of male population)",Male,75 to 79 years old,retirement_age,0.61415877448047,0.672794247258204,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 80 and above, female (% of female population)",Female,80 years old and over,retirement_age,0.498224029644926,0.508797566367761,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,"Population ages 80 and above, male (% of male population)",Male,80 years old and over,retirement_age,0.379712893229864,0.395477599679779,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,GDP per capita growth (annual %),Total,All age ranges or no breakdown by age,other,0.9522696072259436,3.2761584699651394,55.653,58.751,0.3897669017314911,0.4210633337497711
SEN,Senegal,GDP per capita (current US$),Total,All age ranges or no breakdown by age,other,1275.8835749235707,1452.556125624453,55.653,58.751,0.3897669017314911,0.4210633337497711
SRB,Serbia,"Population ages 20-24, female (% of female population)",Female,20 to 24 years old,working_age,6.09023358384818,5.23675137535446,53.226,57.339,0.6511238217353821,0.7594854831695557
SRB,Serbia,"Population ages 20-24, male (% of male population)",Male,20 to 24 years old,working_age,6.69294974380891,5.78762590117397,53.226,57.339,0.6511238217353821,0.7594854831695557
SRB,Serbia,"Population ages 25-29, female (% of female population)",Female,25 to 29 years old,working_age,6.60471573600329,5.74678517269284,53.226,57.339,0.6511238217353821,0.7594854831695557
SRB,Serbia,"Population ages 25-29, male (% of male population)",Male,25 to 29 years old,working_age,7.25055466395094,6.26204132315936,53.226,57.339,0.6511238217353821,0.7594854831695557
